molid,score,RF_pred,RF_10K_pred
EN_m_2718bba_16504X4183__s999144_s20039710_s-1,-24.325716,-22.66144463000002,-22.66144463000002
EN_m_271949aba_5745X4511__s10838190_s10842962_s-1,-19.561264,-19.47262778,-19.472627779999996
EN_m_22bbg_14175X18811__s20616654_s21202742_s-1,-17.390209,-17.435521969999982,-17.43552196999998
EN_m_271948bba_6165X12061__s13032260_s9930214_s-1,-14.793017,-16.13249083999998,-16.13249083999998
EN_m_22bbe_1101X18326__s138521_s16783824_s-1,-23.333354,-21.98464631000002,-21.98464631000002
EN_m_271948bba_6165X12061__s9942790_s9912478_s-1,-15.379125,-16.955694219999994,-16.955694219999994
EN_m_240690bbc_15126X1245__s7355774_s11757872_s-1,-30.120568,-26.756199919999986,-26.756199919999986
EN_m_2708bba_6768X15592__s7049356_s13610560_s-1,-22.601875,-20.397308800000012,-20.397308800000015
EN_m_527bbb_13275X12060__s610364_s336066_s-1,-23.400118,-21.085089870000004,-21.085089870000004
EN_m_2718bba_16504X4183__s9145774_s7457290_s-1,-26.358417,-23.647615079999966,-23.647615079999973
EN_m_2718bba_16504X4183__s999110_s3003456_s-1,-17.467022,-17.866762040000015,-17.866762040000015
EN_m_11bbb_6602X10262__s262454_s14580068_s-1,-17.142295999999998,-17.91193907999999,-17.91193907999999
EN_m_271948bba_6165X12061__s16721516_s18673358_s-1,-22.894331,-21.362304169999987,-21.362304169999987
EN_m_22bcd_812X14285__s20973384_s1199826_s-1,-15.133911999999999,-16.362931219999997,-16.362931219999997
EN_m_22bbg_14175X18811__s9864734_s2007366_s-1,-22.97529,-21.41455549000002,-21.41455549000002
EN_m_512bba_5148X10475__s12210950_s14474996_s-1,-9.948094000000001,-13.359016370000004,-13.359016370000006
EN_m_22bbb_5803X18326__s11618750_s20854134_s-1,-13.852948000000001,-15.624204629999992,-15.624204629999992
EN_m_2718bba_16504X4183__s14944400_s10978482_s-1,-21.394241,-19.869669989999988,-19.869669989999988
EN_m_2718bba_16504X4183__s5635400_s1202824_s-1,-12.486207,-14.633523819999995,-14.633523819999995
EN_m_271949aba_5745X4511__s12913692_s12429618_s-1,-19.386641,-18.837707300000027,-18.837707300000027
EN_m_22bbb_5803X18326__s1031018_s14580484_s-1,-20.756006,-19.662074800000017,-19.662074800000017
EN_m_271948bba_6165X12061__s9229320_s12908338_s-1,-24.136039999999998,-21.526208280000027,-21.526208280000027
EN_m_11bbc_4643X10267__s9964818_s12058608_s-1,-9.762183,-12.74829529000002,-12.748295290000021
EN_m_271949aba_5745X4511__s15360456_s10844070_s-1,-13.429386,-15.517040260000007,-15.51704026000001
EN_m_2430bbb_4431X16738__s17665046_s744858_s-1,-18.251089,-18.083512230000032,-18.083512230000032
EN_m_527bbb_13275X12060__s1222150_s262250_s-1,-19.339176000000002,-19.336371679999978,-19.336371679999978
EN_m_22bbe_1101X18326__s9787612_s20885166_s-1,-13.953457,-15.754699680000007,-15.75469968000001
EN_m_22bbg_14175X18811__s20902054_s59229_s-1,-16.785176999999994,-17.19283706999998,-17.19283706999998
EN_m_272610bca_561X8522__s17765980_s18219110_s-1,-20.690306,-20.242514149999987,-20.242514149999987
EN_m_22bbg_14175X18811__s17567740_s294352_s-1,-13.350069,-15.130907890000012,-15.130907890000012
EN_m_271949aba_5745X4511__s13769692_s10847910_s-1,-17.396936,-17.193207050000026,-17.193207050000023
EN_m_2708bba_6768X15592__s9965138_s914044_s-1,-20.539779,-19.213122499999987,-19.213122499999987
EN_m_271949aba_5745X4511__s10831900_s10844342_s-1,-13.405178,-15.294420789999988,-15.294420789999988
EN_m_22bbg_14175X18811__s6108974_s21057614_s-1,-21.061777,-19.67566480999997,-19.675664809999972
EN_m_527bbc_2622X12062__s10808352_s745632_s-1,-13.360802,-15.043059449999989,-15.043059449999989
EN_m_2430bbb_4431X16738__s782736_s20991214_s-1,-15.814352,-15.978793610000016,-15.978793610000018
EN_m_22cbb_5803X533__s3705538_s4971464_s-1,-25.445203,-22.09855253,-22.098552529999996
EN_m_271949aba_5745X4511__s12139218_s18675398_s-1,-17.988031,-19.005486650000027,-19.005486650000027
EN_m_2718bba_16504X4183__s21296562_s14795804_s-1,-25.807541,-23.098801469999977,-23.098801469999977
EN_m_2718bba_16504X4183__s4509756_s19488946_s-1,-19.051985000000002,-19.043797920000014,-19.04379792000001
EN_m_527bbb_13275X12060__s18057282_s6546428_s-1,-16.231371,-17.763002920000012,-17.76300292000001
EN_m_269946bcb_76X12137__s13421950_s7304680_s-1,-14.833943,-15.999798960000017,-15.999798960000014
EN_m_22bbb_5803X18326__s1033732_s58864_s-1,-19.113673000000002,-19.449439710000007,-19.449439710000007
EN_m_11bbc_4643X10267__s9196066_s575254_s-1,-25.772344,-23.271891409999984,-23.271891409999984
EN_m_527bbb_13275X12060__s9360040_s594336_s-1,-12.731987,-15.27026535999998,-15.27026535999998
EN_m_271949aba_5745X4511__s13476186_s10843136_s-1,-11.215117,-13.027415999999983,-13.027415999999985
EN_m_271949aba_5745X4511__s10831774_s10845814_s-1,-15.121178,-16.837500750000018,-16.837500750000018
EN_m_11bbb_6602X10262__s6108972_s9631438_s-1,-22.855276999999997,-20.708219980000013,-20.708219980000013
EN_m_2718bba_16504X4183__s14934466_s867930_s-1,-23.779398999999998,-21.87943262000001,-21.879432620000006
EN_m_11bcb_4522X8531__s9155834_s2264462_s-1,-14.860816,-16.30677335999999,-16.30677335999999
EN_m_271949aba_5745X4511__s14586292_s11572126_s-1,-20.26905,-19.247999390000032,-19.247999390000032
EN_m_22bbb_5803X18326__s582158_s16232364_s-1,-14.752996,-15.915744709999998,-15.915744709999998
EN_m_22bbb_5803X18326__s11762952_s16484518_s-1,-17.333895000000002,-18.435205059999987,-18.43520505999999
EN_m_22cbb_5803X533__s2262266_s4970750_s-1,-21.225269,-20.33839983000001,-20.338399830000014
EN_m_22bbb_5803X18326__s315932_s59021_s-1,-9.071483,-12.08472002999998,-12.08472002999998
EN_m_11bbb_6602X10262__s6391798_s2009814_s-1,-28.748953999999998,-25.07271782999999,-25.07271782999999
EN_m_271948bba_6165X12061__s17651654_s9926308_s-1,-23.098336,-21.12660511000001,-21.12660511000001
EN_m_22dbb_498X18326__s14429952_s1291058_s-1,-16.95894,-17.67988599999999,-17.67988599999999
EN_m_22bbb_5803X18326__s635982_s6108368_s-1,-16.792625,-17.197276110000026,-17.197276110000022
EN_m_11dbb_3187X10262__s10428776_s55468_s-1,-19.983339,-19.779401119999974,-19.779401119999978
EN_m_271949aba_5745X4511__s16924072_s12642370_s-1,-21.869232999999998,-20.17369529999998,-20.17369529999998
EN_m_22bcd_812X14285__s2729144_s8252830_s-1,-15.615165,-16.67769027999999,-16.67769027999999
EN_m_2718bba_16504X4183__s11991772_s867086_s-1,-31.269115999999997,-25.98851608999998,-25.98851608999998
EN_m_2430bbb_4431X16738__s9582834_s6485292_s-1,-13.413766,-14.864792879999984,-14.864792879999984
EN_m_276436bbb_1114X10005__s14078094_s17784014_s-1,-17.734789000000006,-17.482731880000028,-17.482731880000028
EN_m_271949aba_5745X4511__s20496870_s17699366_s-1,-16.140854,-17.518382189999997,-17.518382189999997
EN_m_527bcb_3363X9671__s14724018_s13423216_s-1,-21.981735999999998,-20.65608194999998,-20.65608194999998
EN_m_22dbb_498X18326__s12354880_s134186_s-1,-15.189228,-16.474444469999984,-16.474444469999984
EN_m_271949aba_5745X4511__s10969026_s11991778_s-1,-22.405511999999998,-20.147703560000018,-20.147703560000018
EN_m_2430bbb_4431X16738__s737336_s740800_s-1,-22.977859,-21.47574075000001,-21.47574075000002
EN_m_276436bbc_2279X10258__s14077386_s19119292_s-1,-24.964144,-23.59271716000001,-23.592717160000017
EN_m_22bbg_14175X18811__s12112994_s18235282_s-1,-25.401939000000002,-22.83122049000001,-22.83122049000001
EN_m_22cbg_14175X536__s5182810_s769820_s-1,-15.016291,-16.247203969999973,-16.247203969999976
EN_m_22bcd_812X14285__s303726_s13142040_s-1,-9.251052,-12.052887930000002,-12.052887930000002
EN_m_271948bba_6165X12061__s14728490_s14423250_s-1,-14.564484,-15.171880139999995,-15.171880139999995
EN_m_11dbb_3187X10262__s20871872_s55624_s-1,-17.606028,-18.09420758999999,-18.09420758999999
EN_m_2718bba_16504X4183__s9148602_s7592508_s-1,-7.4449679999999985,-11.562626170000007,-11.562626170000009
EN_m_269946bcb_76X12137__s10801792_s7309180_s-1,-20.968771,-21.357523450000013,-21.357523450000013
EN_m_527bbc_2622X12062__s13432648_s156762_s-1,-13.433672,-15.062759999999974,-15.062759999999978
EN_m_272610bba_802X10252__s17766802_s18212290_s-1,-22.414405,-21.105378129999988,-21.10537812999999
EN_m_2718bba_16504X4183__s10860210_s20993794_s-1,-10.417378999999999,-12.800962849999989,-12.800962849999989
EN_m_27bbd_10224X2510__s9234648_s15563634_s-1,-21.318185999999997,-20.679548709999995,-20.679548709999995
EN_m_22bbg_14175X18811__s19470662_s59001_s-1,-23.893614000000003,-21.45874029000002,-21.45874029000002
EN_m_527bbb_13275X12060__s284160_s11246128_s-1,-18.709166,-18.623800920000022,-18.623800920000026
EN_m_11bbb_6602X10262__s490590_s4555982_s-1,-25.250931,-22.741873330000008,-22.741873330000008
EN_m_2708bba_6768X15592__s1307600_s2680670_s-1,-20.168159,-19.31678610000001,-19.316786100000012
EN_m_58baa_9647X90__s1055310_s11355598_s-1,-14.986585,-16.095436240000026,-16.095436240000023
EN_m_269946bcb_76X12137__s16608232_s7306528_s-1,-16.449510999999998,-17.318188340000006,-17.318188340000006
EN_m_2718daa_1142X4183__s16895130_s8332324_s-1,-15.782121,-17.02367826999999,-17.02367826999999
EN_m_22bbb_5803X18326__s11762952_s6539998_s-1,-22.365425,-20.054355429999983,-20.054355429999983
EN_m_22cbg_14175X536__s8165818_s5001076_s-1,-12.145422,-15.061467260000025,-15.061467260000022
EN_m_527bbc_2622X12062__s13470636_s12131362_s-1,-22.122313000000002,-20.92033673000002,-20.92033673000002
EN_m_271948bba_6165X12061__s9941210_s9910368_s-1,-14.784631,-16.390446299999994,-16.390446299999997
EN_m_2708bba_6768X15592__s906654_s913486_s-1,-13.574725,-14.702379819999981,-14.702379819999981
EN_m_271948bba_6165X12061__s18801140_s10971866_s-1,-27.248893,-24.656033349999966,-24.65603334999997
EN_m_11cbb_6602X1115__s587012_s12104712_s-1,-19.555544,-18.955698830000024,-18.955698830000024
EN_m_527bcb_3363X9671__s15788620_s155834_s-1,-13.049631,-15.95626207000001,-15.95626207000001
EN_m_271948bba_6165X12061__s9949338_s9914412_s-1,-17.5364,-18.031164789999988,-18.031164789999988
EN_m_527dbb_843X12060__s4858478_s155818_s-1,-19.244598999999997,-18.230516250000022,-18.230516250000026
EN_m_527bbb_13275X12060__s15362418_s17627304_s-1,-16.652278,-17.54035643000001,-17.54035643000001
EN_m_22bbe_1101X18326__s8201314_s10973630_s-1,-20.895796,-19.95106174000001,-19.95106174000001
EN_m_271948bba_6165X12061__s9944448_s9929976_s-1,-18.789123999999997,-18.804401619999982,-18.80440161999998
EN_m_271948bba_6165X12061__s9947002_s9910564_s-1,-9.566901,-12.190652469999993,-12.190652469999991
EN_m_271948bba_6165X12061__s9940988_s12910378_s-1,-17.264363,-17.52372109,-17.52372109
EN_m_2708bba_6768X15592__s6476176_s914942_s-1,-17.167245,-17.34175639000002,-17.34175639000002
EN_m_22bcb_4091X14285__s17660372_s59700_s-1,-19.626323,-18.433886289999982,-18.43388628999998
EN_m_11dbb_3187X10262__s523462_s16810366_s-1,-23.40565,-22.412027789999986,-22.412027789999982
EN_m_527bbb_13275X12060__s3049574_s17311378_s-1,-24.10316,-22.108197009999977,-22.108197009999977
EN_m_527bbb_13275X12060__s4929870_s894962_s-1,-18.20382,-18.549026969999982,-18.549026969999986
EN_m_271949aba_5745X4511__s12221628_s10842838_s-1,-20.764181,-20.550360120000004,-20.550360120000004
EN_m_232682bba_3941X1214__s13807894_s12905778_s-1,-22.875975,-21.037354179999987,-21.037354179999987
EN_m_22bbg_14175X18811__s20644318_s21203174_s-1,-25.450494,-23.13452521,-23.134525209999996
EN_m_2718bba_16504X4183__s7348962_s1316842_s-1,-17.946207,-18.242082059999984,-18.242082059999984
EN_m_2708bba_6768X15592__s10392286_s916696_s-1,-16.785970000000002,-16.651014269999983,-16.651014269999983
EN_m_271948bba_6165X12061__s10858822_s9914342_s-1,-17.481988,-17.521237920000004,-17.521237920000004
EN_m_22bcd_812X14285__s2502080_s9477680_s-1,-15.464711999999999,-16.77343525999998,-16.77343525999998
EN_m_22ccb_4091X379__s13259680_s60372_s-1,-13.815149,-15.256233470000007,-15.256233470000009
EN_m_271949aba_5745X4511__s16893428_s13156882_s-1,-15.420035999999998,-16.52637407999999,-16.52637407999999
EN_m_527bbb_13275X12060__s11762964_s9291460_s-1,-16.459647,-17.507413909999983,-17.50741390999998
EN_m_2708bba_6768X15592__s908368_s11620660_s-1,-17.040492,-17.64308795000002,-17.64308795000002
EN_m_22bbg_14175X18811__s20902096_s12860774_s-1,-17.36688,-18.54417339000001,-18.54417339000001
EN_m_527bbb_13275X12060__s13035684_s13310434_s-1,-25.06699,-22.09590008,-22.09590008
EN_m_2718bba_16504X4183__s9358126_s868268_s-1,-26.721868,-23.552116890000026,-23.552116890000022
EN_m_271949aba_5745X4511__s10840338_s10843542_s-1,-20.675163,-19.926715250000036,-19.926715250000036
EN_m_22dbb_498X18326__s17641998_s236247_s-1,-21.322184,-20.58865633000004,-20.58865633000004
EN_m_273462bbb_13186X67__s11163202_s13579784_s-1,-23.783678,-21.29230152,-21.292301520000002
EN_m_22bbb_5803X18326__s466336_s20854728_s-1,-11.914949,-14.286737999999987,-14.286737999999989
EN_m_2718bba_16504X4183__s10302210_s1008660_s-1,-12.599139,-14.689989569999993,-14.68998956999999
EN_m_22bbb_5803X18326__s315936_s13968894_s-1,-23.420565,-21.728449919999967,-21.72844991999997
EN_m_2430bbb_4431X16738__s12430628_s21201998_s-1,-5.756135,-11.607076970000005,-11.607076970000005
EN_m_22bbe_1101X18326__s9173370_s59091_s-1,-22.047788,-20.378309750000017,-20.37830975000002
EN_m_2718bba_16504X4183__s7286886_s2335072_s-1,-23.279495999999998,-21.068826960000035,-21.068826960000035
EN_m_188690bbb_9401X177__s7322414_s15031764_s-1,-17.938204000000006,-17.740595530000018,-17.740595530000018
EN_m_2718bba_16504X4183__s1024944_s1029462_s-1,-25.393711,-22.819865990000004,-22.819865990000004
EN_m_22bbg_14175X18811__s10339098_s16472228_s-1,-21.530459,-20.618427770000018,-20.618427770000018
EN_m_11bbb_6602X10262__s7640540_s11763602_s-1,-26.351190999999996,-23.81561234000001,-23.81561234000001
EN_m_11bbb_6602X10262__s3114676_s55417_s-1,-22.057046,-20.327532579999982,-20.32753257999998
EN_m_527bcb_3363X9671__s15427546_s157086_s-1,-25.907324,-24.135175679999985,-24.13517567999998
EN_m_22bbb_5803X18326__s58677_s12213394_s-1,-13.485335999999998,-14.793665799999983,-14.793665799999985
EN_m_11bbc_4643X10267__s10430602_s802630_s-1,-16.087003,-16.859373430000012,-16.859373430000012
EN_m_2718daa_1142X4183__s1315942_s8992318_s-1,-17.305469,-18.399436499999982,-18.399436499999982
EN_m_512bba_5148X10475__s10339114_s19509116_s-1,-24.70713,-22.57094129999999,-22.570941299999987
EN_m_271949aba_5745X4511__s16619760_s12156890_s-1,-21.649707,-20.099469900000013,-20.099469900000013
EN_m_22bcd_812X14285__s2227922_s14579886_s-1,-20.552212,-20.28157240000003,-20.28157240000003
EN_m_22bbg_14175X18811__s732188_s20050150_s-1,-20.368509,-20.196220899999968,-20.19622089999997
EN_m_271949aba_5745X4511__s10840062_s16925454_s-1,-4.7366589999999995,-9.794526730000008,-9.794526730000007
EN_m_271948bba_6165X12061__s9939276_s14183900_s-1,-16.630056,-17.17216676999999,-17.17216676999999
EN_m_527cbb_13275X712__s4781822_s282004_s-1,-11.457272999999999,-14.23303523,-14.233035229999999
EN_m_22bcb_4091X14285__s339746_s59670_s-1,-18.619585,-17.401895889999988,-17.401895889999988
EN_m_2708bba_6768X15592__s12910660_s12173774_s-1,-20.4295,-19.57868166999998,-19.57868166999998
EN_m_22bbg_14175X18811__s13968906_s21056878_s-1,-21.727976,-20.234505939999977,-20.234505939999977
EN_m_273464bbb_115X9179__s11233956_s11210552_s-1,-18.281737,-18.11175347000001,-18.111753470000014
EN_m_22bbb_5803X18326__s6887562_s12899916_s-1,-20.004878,-19.85985394999998,-19.85985394999998
EN_m_271949aba_5745X4511__s11686350_s13156882_s-1,-19.770639000000006,-19.223412050000018,-19.223412050000018
EN_m_271948bba_6165X12061__s9940746_s15780168_s-1,-16.560117,-17.116877459999998,-17.116877459999998
EN_m_22bbb_5803X18326__s16465874_s206493_s-1,-27.688709999999997,-24.187114229999967,-24.18711422999996
EN_m_271948bba_6165X12061__s12308928_s9913096_s-1,-14.350551999999999,-14.574693930000016,-14.574693930000018
EN_m_271949aba_5745X4511__s16792014_s10847854_s-1,-29.071114,-25.83060299000001,-25.830602990000003
EN_m_2430bbb_4431X16738__s20005524_s20317132_s-1,-22.621454999999997,-20.816741169999982,-20.816741169999982
EN_m_527bbb_13275X12060__s11569974_s6546428_s-1,-13.419695,-15.115395470000019,-15.11539547000002
EN_m_271949aba_5745X4511__s15780628_s10842358_s-1,-3.6483,-8.36932880999999,-8.36932880999999
EN_m_22bbg_14175X18811__s12112994_s7426024_s-1,-20.439204,-19.380565300000004,-19.380565300000004
EN_m_512bba_5148X10475__s13208404_s13032230_s-1,-26.157723999999998,-23.53117452999999,-23.531174529999983
EN_m_22cbg_14175X536__s10745178_s13179868_s-1,-13.037446000000001,-15.257639670000017,-15.257639670000014
EN_m_38bba_2137X1930__s11949690_s108392_s-1,-16.467697,-16.916321340000017,-16.91632134000002
EN_m_512bba_5148X10475__s20006106_s14943770_s-1,-17.184603,-17.215304999999987,-17.215304999999987
EN_m_2718bba_16504X4183__s999106_s4970626_s-1,-25.284029,-22.798279829999966,-22.798279829999974
EN_m_2718bba_16504X4183__s14948026_s13974454_s-1,-24.099682,-21.311124760000016,-21.311124760000016
EN_m_22bbg_14175X18811__s9649912_s1199828_s-1,-12.227672,-14.891647119999993,-14.891647119999991
EN_m_22bbg_14175X18811__s2729358_s12523520_s-1,-19.69744,-19.102039589999976,-19.102039589999976
EN_m_271948bba_6165X12061__s9947462_s9916178_s-1,-16.595938,-17.754505559999988,-17.754505559999988
EN_m_2708bba_6768X15592__s17751502_s20265874_s-1,-25.604635000000002,-22.78018247999999,-22.78018247999999
EN_m_11bbb_6602X10262__s9293852_s16810366_s-1,-16.176288,-17.329190070000028,-17.329190070000024
EN_m_22bbg_14175X18811__s732188_s4903482_s-1,-16.035702,-17.02311515999999,-17.02311515999999
EN_m_22bbg_14175X18811__s20265892_s10265894_s-1,-20.921841,-20.367282180000018,-20.36728218000002
EN_m_6bba_1188X1718__s8697998_s141346_s-1,-20.504049,-18.349704949999968,-18.349704949999968
EN_m_22bbb_5803X18326__s7919496_s13423214_s-1,-29.20075,-24.694759559999994,-24.694759559999994
EN_m_2718cba_16504X413__s12122644_s5135854_s-1,-28.687721000000003,-24.342078949999976,-24.342078949999976
EN_m_22bcb_4091X14285__s11758002_s15718116_s-1,-9.600468,-13.249688290000007,-13.24968829000001
EN_m_22bbb_5803X18326__s466336_s19884332_s-1,-22.954204999999998,-21.54180141,-21.54180141
EN_m_22bbe_1101X18326__s805836_s21406832_s-1,-22.373247,-20.86263837,-20.862638369999996
EN_m_22bbd_1604X18811__s13914782_s12131360_s-1,-12.678686,-14.332653479999992,-14.332653479999992
EN_m_38bba_2137X1930__s13978476_s55928_s-1,-17.139278,-16.981587160000025,-16.981587160000025
EN_m_2430bbb_4431X16738__s2442494_s13945934_s-1,-19.023104999999997,-18.788734199999983,-18.788734199999986
EN_m_527bbb_13275X12060__s675862_s594336_s-1,-10.449388,-12.115915,-12.115915
EN_m_2708bba_6768X15592__s10542816_s15777872_s-1,-20.964655,-19.64840933,-19.648409329999996
EN_m_271948bba_6165X12061__s9947810_s9916322_s-1,-16.348295999999998,-17.189000779999972,-17.189000779999972
EN_m_2718bba_16504X4183__s4970452_s867228_s-1,-14.612537,-16.115998489999992,-16.11599848999999
EN_m_527bbb_13275X12060__s2262280_s10890194_s-1,-30.364334000000003,-26.35000585,-26.35000585
EN_m_22bcd_812X14285__s14057800_s14414566_s-1,-14.745531,-16.097932010000008,-16.09793201000001
EN_m_2718bba_16504X4183__s15422174_s867196_s-1,-21.256263,-20.818051040000004,-20.818051040000004
EN_m_271948bba_6165X12061__s12113306_s9937046_s-1,-11.147845,-13.160076259999993,-13.160076259999991
EN_m_271949aba_5745X4511__s12157070_s10843448_s-1,-18.522565,-18.582048739999987,-18.58204873999999
EN_m_271949aba_5745X4511__s13905000_s10842962_s-1,-14.905967,-16.405525079999983,-16.405525079999986
EN_m_271948bba_6165X12061__s9948616_s15778086_s-1,-13.230915,-14.090885120000005,-14.090885120000006
EN_m_2708bba_6768X15592__s21247798_s916120_s-1,-11.756099,-13.852844459999984,-13.852844459999986
EN_m_527bbb_13275X12060__s7945678_s17756426_s-1,-14.780232,-15.710205640000005,-15.710205640000003
EN_m_11bbb_6602X10262__s455082_s99796_s-1,-21.183725,-19.948496580000025,-19.948496580000025
EN_m_273462bbc_560X2913__s11195488_s11191864_s-1,-19.073757999999998,-18.643046310000006,-18.643046310000003
EN_m_271949aba_5745X4511__s17831570_s14585696_s-1,-33.021038,-28.54810059,-28.54810059
EN_m_2708bba_6768X15592__s17519140_s12362932_s-1,-18.485718,-19.103760439999977,-19.103760439999977
EN_m_22bbb_5803X18326__s7913366_s10117810_s-1,-17.325741,-17.52415513000003,-17.52415513000003
EN_m_22bcd_812X14285__s19493386_s12216560_s-1,-21.624865,-20.30501479,-20.30501479
EN_m_22bbe_1101X18326__s20827324_s135849_s-1,-18.130961,-18.537339460000013,-18.537339460000013
EN_m_271949aba_5745X4511__s19137052_s12850730_s-1,-8.315507,-11.960212760000012,-11.960212760000012
EN_m_22bbg_14175X18811__s10339098_s12808092_s-1,-26.305348,-22.93306023000002,-22.93306023000002
EN_m_7bqb_169X5178__s8927570_s94147_s-1,-18.750779,-19.520016849999987,-19.520016849999987
EN_m_271948bba_6165X12061__s9947150_s14934368_s-1,-13.465910000000001,-15.221174689999993,-15.221174689999991
EN_m_22ccb_4091X379__s999306_s14187558_s-1,-9.985428,-12.137775379999988,-12.137775379999987
EN_m_22bbg_14175X18811__s12112994_s20853626_s-1,-21.531212,-20.145062680000027,-20.145062680000027
EN_m_22ccb_4091X379__s575172_s1127992_s-1,-14.488107999999999,-15.145354600000005,-15.145354600000005
EN_m_271949aba_5745X4511__s10834968_s12429618_s-1,-23.225939999999998,-20.90732596,-20.90732596
EN_m_2708bba_6768X15592__s13953330_s9283280_s-1,-6.031555,-10.867612180000013,-10.867612180000013
EN_m_22bbb_5803X18326__s2392078_s5128482_s-1,-22.329307999999997,-20.962635600000016,-20.962635600000016
EN_m_2718bba_16504X4183__s9479642_s10978474_s-1,-6.633927000000001,-12.120751019999995,-12.120751019999995
EN_m_22dbb_498X18326__s58095_s4781200_s-1,-15.231116,-16.423016859999993,-16.423016859999997
EN_m_271948bba_6165X12061__s14318208_s9922392_s-1,-9.943814999999999,-12.611966099999995,-12.611966099999997
EN_m_2718bba_16504X4183__s10269266_s9787232_s-1,-17.32675,-18.206204569999976,-18.206204569999976
EN_m_527bbb_13275X12060__s20614890_s217438_s-1,-23.635542,-21.35050497,-21.350504969999996
EN_m_22bbg_14175X18811__s10432160_s16892196_s-1,-25.555147,-23.339726110000008,-23.339726110000015
EN_m_27bbd_10224X2510__s12060520_s13593792_s-1,-22.843327,-20.649375510000016,-20.649375510000016
EN_m_271949aba_5745X4511__s16635486_s12429618_s-1,-24.616729,-21.53517050000001,-21.535170500000014
EN_m_22bbe_1101X18326__s1317232_s19437706_s-1,-14.890602,-16.55536695999998,-16.55536695999998
EN_m_271949aba_5745X4511__s13907934_s10843776_s-1,-5.2950870000000005,-10.406718499999991,-10.40671849999999
EN_m_22bcd_812X14285__s20906904_s5534740_s-1,-21.946647,-20.35012498,-20.350124979999997
EN_m_22bbb_5803X18326__s16802126_s10427740_s-1,-13.782631,-14.176006390000019,-14.176006390000019
EN_m_271948bba_6165X12061__s15109666_s9923414_s-1,-16.468961,-17.22609256000002,-17.22609256000002
EN_m_11dcb_1040X8531__s52743_s17595580_s-1,-16.915218,-17.252413810000018,-17.25241381000002
EN_m_240690bbc_15126X1245__s7361218_s12303960_s-1,-23.920906,-21.72497344000001,-21.724973440000003
EN_m_271949aba_5745X4511__s10837766_s10843322_s-1,-19.939816,-19.019561730000007,-19.019561730000007
EN_m_2718bba_16504X4183__s12344462_s868148_s-1,-19.736916,-19.21100684000001,-19.211006840000014
EN_m_2708bba_6768X15592__s10809016_s16893272_s-1,-16.218617000000002,-17.469923649999995,-17.469923649999995
EN_m_271948bba_6165X12061__s9946160_s9918648_s-1,-19.117297,-19.287856950000005,-19.287856950000005
EN_m_527bbb_13275X12060__s490608_s16909916_s-1,-21.506504999999997,-20.026172430000017,-20.026172430000017
EN_m_271949aba_5745X4511__s19627336_s12548216_s-1,-18.062464000000002,-18.21149201000001,-18.21149201000001
EN_m_22bbg_14175X18811__s20644318_s17827114_s-1,-25.750071,-22.207493519999986,-22.207493519999986
EN_m_2718bba_16504X4183__s6813994_s4277378_s-1,-26.29436500000001,-23.60134135000001,-23.601341350000006
EN_m_2718daa_1142X4183__s18057292_s4905604_s-1,-21.349076,-20.765291909999988,-20.765291909999988
EN_m_527bbb_13275X12060__s765044_s13777592_s-1,-13.545863,-15.376713280000017,-15.37671328000002
EN_m_527bbb_13275X12060__s7427372_s156430_s-1,-23.848966,-21.872913650000008,-21.872913650000008
EN_m_11bbb_6602X10262__s8261542_s575270_s-1,-20.722832,-20.30915441999998,-20.30915441999998
EN_m_22cbg_14175X536__s17311954_s244886_s-1,-19.065214,-18.79407100999999,-18.79407100999999
EN_m_2430bbb_4431X16738__s7343450_s17549940_s-1,-20.698107,-19.790322359999983,-19.790322359999983
EN_m_2718bba_16504X4183__s1025910_s9787232_s-1,-17.296831,-17.753184600000022,-17.753184600000022
EN_m_271948bba_6165X12061__s9947588_s9937216_s-1,-12.003171,-14.249407420000002,-14.249407420000002
EN_m_527bcb_3363X9671__s16635152_s13423216_s-1,-17.87148,-18.554986170000014,-18.554986170000014
EN_m_6bba_1188X1718__s11350084_s9109168_s-1,-18.994555,-19.318004509999994,-19.318004509999994
EN_m_527bbb_13275X12060__s17549936_s2758206_s-1,-23.503203,-22.01869806000001,-22.018698060000006
EN_m_271948bba_6165X12061__s9942978_s9921352_s-1,-15.633076999999998,-16.47246948999998,-16.47246948999998
EN_m_11dbb_3187X10262__s20808680_s15612090_s-1,-22.027456,-21.216118400000013,-21.21611840000001
EN_m_40bba_15620X2221__s11945094_s20064742_s-1,-11.606033,-15.123882890000012,-15.123882890000012
EN_m_22bbg_14175X18811__s10339098_s7142740_s-1,-16.140631,-17.03793336999999,-17.03793336999999
EN_m_2708bba_6768X15592__s5534422_s19744974_s-1,-13.709948,-14.987921529999996,-14.987921529999996
EN_m_2718bba_16504X4183__s17751770_s10978484_s-1,-7.115667999999999,-12.1026651,-12.102665100000001
EN_m_2718bba_16504X4183__s13224866_s9050074_s-1,-24.019211,-22.46346237,-22.463462370000002
EN_m_22bbe_1101X18326__s20836688_s21205152_s-1,-21.824354,-20.44332748000004,-20.44332748000003
EN_m_271948bba_6165X12061__s9942776_s10906176_s-1,-18.772783,-18.779652039999974,-18.779652039999974
EN_m_22bcb_4091X14285__s17802844_s16810368_s-1,-22.951204,-21.61331414999998,-21.61331414999998
